Area(23 Markets),Country/Area(23 Markets),Month (abbr),Purpose_of_visit_to_Japan,Visitor Arrivals,Year
All,All,Jan.,Business,"115,099",2020
All,All,Feb.,Business,"73,265",2020
All,All,Mar.,Business,"13,544",2020
All,All,Apr.,Business,185,2020
All,All,May,Business,70,2020
All,All,Jun.,Business,171,2020
All,All,Jul.,Business,241,2020
All,All,Aug.,Business,702,2020
All,All,Sep.,Business,"1,317",2020
All,All,Oct.,Business,"2,588",2020
All,All,Nov.,Business,"4,793",2020
All,All,Dec.,Business,"4,051",2020
East Asia,China,Jan.,Tourism,"654,818",2019
East Asia,China,Feb.,Tourism,"647,740",2019
East Asia,China,Mar.,Tourism,"587,480",2019
East Asia,China,Apr.,Tourism,"647,544",2019
East Asia,China,May,Tourism,"668,757",2019
East Asia,China,Jun.,Tourism,"813,189",2019
East Asia,China,Jul.,Tourism,"973,293",2019
East Asia,China,Aug.,Tourism,"909,161",2019
East Asia,China,Sep.,Tourism,"705,154",2019
East Asia,China,Oct.,Tourism,"645,903",2019
East Asia,China,Nov.,Tourism,"676,675",2019
East Asia,China,Dec.,Tourism,"645,786",2019
East Asia,Hong Kong,Jan.,Tourism,"149,767",2019
East Asia,Hong Kong,Feb.,Tourism,"175,381",2019
East Asia,Hong Kong,Mar.,Tourism,"166,108",2019
East Asia,Hong Kong,Apr.,Tourism,"190,540",2019
East Asia,Hong Kong,May,Tourism,"184,374",2019
East Asia,Hong Kong,Jun.,Tourism,"204,751",2019
East Asia,Hong Kong,Jul.,Tourism,"212,590",2019
East Asia,Hong Kong,Aug.,Tourism,"186,357",2019
East Asia,Hong Kong,Sep.,Tourism,"150,763",2019
East Asia,Hong Kong,Oct.,Tourism,"176,031",2019
East Asia,Hong Kong,Nov.,Tourism,"194,857",2019
East Asia,Hong Kong,Dec.,Tourism,"245,797",2019
East Asia,South Korea,Jan.,Tourism,"723,799",2019
East Asia,South Korea,Feb.,Tourism,"675,023",2019
East Asia,South Korea,Mar.,Tourism,"531,398",2019
East Asia,South Korea,Apr.,Tourism,"521,904",2019
East Asia,South Korea,May,Tourism,"552,260",2019
East Asia,South Korea,Jun.,Tourism,"568,756",2019
East Asia,South Korea,Jul.,Tourism,"517,548",2019
East Asia,South Korea,Aug.,Tourism,"262,847",2019
East Asia,South Korea,Sep.,Tourism,"152,617",2019
East Asia,South Korea,Oct.,Tourism,"155,972",2019
East Asia,South Korea,Nov.,Tourism,"164,558",2019
East Asia,South Korea,Dec.,Tourism,"210,261",2019
East Asia,Taiwan,Jan.,Tourism,"367,231",2019
East Asia,Taiwan,Feb.,Tourism,"383,849",2019
East Asia,Taiwan,Mar.,Tourism,"381,537",2019
East Asia,Taiwan,Apr.,Tourism,"386,461",2019
East Asia,Taiwan,May,Tourism,"407,072",2019
East Asia,Taiwan,Jun.,Tourism,"444,467",2019
East Asia,Taiwan,Jul.,Tourism,"441,976",2019
East Asia,Taiwan,Aug.,Tourism,"401,901",2019
East Asia,Taiwan,Sep.,Tourism,"354,624",2019
East Asia,Taiwan,Oct.,Tourism,"395,168",2019
East Asia,Taiwan,Nov.,Tourism,"374,926",2019
East Asia,Taiwan,Dec.,Tourism,"332,446",2019
Southeast Asia & India,India,Jan.,Tourism,"2,390",2019
Southeast Asia & India,India,Feb.,Tourism,"2,321",2019
Southeast Asia & India,India,Mar.,Tourism,"9,081",2019
Southeast Asia & India,India,Apr.,Tourism,"11,410",2019
Southeast Asia & India,India,May,Tourism,"9,983",2019
Southeast Asia & India,India,Jun.,Tourism,"7,360",2019
Southeast Asia & India,India,Jul.,Tourism,"5,133",2019
Southeast Asia & India,India,Aug.,Tourism,"4,424",2019
Southeast Asia & India,India,Sep.,Tourism,"6,269",2019
Southeast Asia & India,India,Oct.,Tourism,"6,068",2019
Southeast Asia & India,India,Nov.,Tourism,"5,855",2019
Southeast Asia & India,India,Dec.,Tourism,"5,264",2019
Southeast Asia & India,Indonesia,Jan.,Tourism,"26,593",2019
Southeast Asia & India,Indonesia,Feb.,Tourism,"20,064",2019
Southeast Asia & India,Indonesia,Mar.,Tourism,"33,105",2019
Southeast Asia & India,Indonesia,Apr.,Tourism,"34,327",2019
Southeast Asia & India,Indonesia,May,Tourism,"25,015",2019
Southeast Asia & India,Indonesia,Jun.,Tourism,"43,203",2019
Southeast Asia & India,Indonesia,Jul.,Tourism,"19,111",2019
Southeast Asia & India,Indonesia,Aug.,Tourism,"9,056",2019
Southeast Asia & India,Indonesia,Sep.,Tourism,"17,652",2019
Southeast Asia & India,Indonesia,Oct.,Tourism,"26,605",2019
Southeast Asia & India,Indonesia,Nov.,Tourism,"30,129",2019
Southeast Asia & India,Indonesia,Dec.,Tourism,"54,273",2019
Southeast Asia & India,Malaysia,Jan.,Tourism,"27,893",2019
Southeast Asia & India,Malaysia,Feb.,Tourism,"33,488",2019
Southeast Asia & India,Malaysia,Mar.,Tourism,"45,887",2019
Southeast Asia & India,Malaysia,Apr.,Tourism,"42,857",2019
Southeast Asia & India,Malaysia,May,Tourism,"39,431",2019
Southeast Asia & India,Malaysia,Jun.,Tourism,"27,185",2019
Southeast Asia & India,Malaysia,Jul.,Tourism,"19,890",2019
Southeast Asia & India,Malaysia,Aug.,Tourism,"16,173",2019
Southeast Asia & India,Malaysia,Sep.,Tourism,"23,871",2019
Southeast Asia & India,Malaysia,Oct.,Tourism,"45,071",2019
Southeast Asia & India,Malaysia,Nov.,Tourism,"61,118",2019
Southeast Asia & India,Malaysia,Dec.,Tourism,"75,655",2019
Southeast Asia & India,Philippines,Jan.,Tourism,"24,727",2019
Southeast Asia & India,Philippines,Feb.,Tourism,"29,567",2019
Southeast Asia & India,Philippines,Mar.,Tourism,"41,263",2019
Southeast Asia & India,Philippines,Apr.,Tourism,"62,010",2019
Southeast Asia & India,Philippines,May,Tourism,"50,888",2019
Southeast Asia & India,Philippines,Jun.,Tourism,"40,168",2019
Southeast Asia & India,Philippines,Jul.,Tourism,"30,686",2019
Southeast Asia & India,Philippines,Aug.,Tourism,"22,733",2019
Southeast Asia & India,Philippines,Sep.,Tourism,"30,576",2019
Southeast Asia & India,Philippines,Oct.,Tourism,"57,161",2019
Southeast Asia & India,Philippines,Nov.,Tourism,"57,552",2019
Southeast Asia & India,Philippines,Dec.,Tourism,"75,778",2019
Southeast Asia & India,Singapore,Jan.,Tourism,"19,336",2019
Southeast Asia & India,Singapore,Feb.,Tourism,"23,008",2019
Southeast Asia & India,Singapore,Mar.,Tourism,"39,575",2019
Southeast Asia & India,Singapore,Apr.,Tourism,"33,387",2019
Southeast Asia & India,Singapore,May,Tourism,"33,775",2019
Southeast Asia & India,Singapore,Jun.,Tourism,"43,854",2019
Southeast Asia & India,Singapore,Jul.,Tourism,"18,078",2019
Southeast Asia & India,Singapore,Aug.,Tourism,"16,930",2019
Southeast Asia & India,Singapore,Sep.,Tourism,"25,124",2019
Southeast Asia & India,Singapore,Oct.,Tourism,"38,030",2019
Southeast Asia & India,Singapore,Nov.,Tourism,"61,188",2019
Southeast Asia & India,Singapore,Dec.,Tourism,"97,736",2019
Southeast Asia & India,Thailand,Jan.,Tourism,"85,718",2019
Southeast Asia & India,Thailand,Feb.,Tourism,"103,045",2019
Southeast Asia & India,Thailand,Mar.,Tourism,"140,219",2019
Southeast Asia & India,Thailand,Apr.,Tourism,"159,604",2019
Southeast Asia & India,Thailand,May,Tourism,"101,260",2019
Southeast Asia & India,Thailand,Jun.,Tourism,"56,814",2019
Southeast Asia & India,Thailand,Jul.,Tourism,"67,670",2019
Southeast Asia & India,Thailand,Aug.,Tourism,"43,631",2019
Southeast Asia & India,Thailand,Sep.,Tourism,"54,621",2019
Southeast Asia & India,Thailand,Oct.,Tourism,"138,912",2019
Southeast Asia & India,Thailand,Nov.,Tourism,"134,178",2019
Southeast Asia & India,Thailand,Dec.,Tourism,"160,472",2019
Southeast Asia & India,Vietnam,Jan.,Tourism,"5,657",2019
Southeast Asia & India,Vietnam,Feb.,Tourism,"9,839",2019
Southeast Asia & India,Vietnam,Mar.,Tourism,"20,138",2019
Southeast Asia & India,Vietnam,Apr.,Tourism,"25,092",2019
Southeast Asia & India,Vietnam,May,Tourism,"13,809",2019
Southeast Asia & India,Vietnam,Jun.,Tourism,"15,939",2019
Southeast Asia & India,Vietnam,Jul.,Tourism,"17,324",2019
Southeast Asia & India,Vietnam,Aug.,Tourism,"11,989",2019
Southeast Asia & India,Vietnam,Sep.,Tourism,"9,383",2019
Southeast Asia & India,Vietnam,Oct.,Tourism,"16,131",2019
Southeast Asia & India,Vietnam,Nov.,Tourism,"18,580",2019
Southeast Asia & India,Vietnam,Dec.,Tourism,"10,055",2019
Others,Others,Jan.,Tourism,"36,468",2019
Others,Others,Feb.,Tourism,"37,768",2019
Others,Others,Mar.,Tourism,"64,547",2019
Others,Others,Apr.,Tourism,"89,984",2019
Others,Others,May,Tourism,"57,895",2019
Others,Others,Jun.,Tourism,"50,496",2019
Others,Others,Jul.,Tourism,"74,043",2019
Others,Others,Aug.,Tourism,"61,037",2019
Others,Others,Sep.,Tourism,"76,260",2019
Others,Others,Oct.,Tourism,"92,163",2019
Others,Others,Nov.,Tourism,"57,860",2019
Others,Others,Dec.,Tourism,"60,864",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Jan.,Tourism,"77,030",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Feb.,Tourism,"44,353",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Mar.,Tourism,"39,476",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Apr.,Tourism,"66,968",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,May,Tourism,"41,613",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Jun.,Tourism,"33,353",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Jul.,Tourism,"31,016",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Aug.,Tourism,"23,059",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Sep.,Tourism,"55,570",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Oct.,Tourism,"46,906",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Nov.,Tourism,"42,991",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Dec.,Tourism,"68,892",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Jan.,Tourism,"18,665",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Feb.,Tourism,"21,539",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Mar.,Tourism,"34,527",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Apr.,Tourism,"36,313",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,May,Tourism,"31,948",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Jun.,Tourism,"22,764",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Jul.,Tourism,"26,663",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Aug.,Tourism,"24,504",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Sep.,Tourism,"25,379",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Oct.,Tourism,"34,305",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Nov.,Tourism,"29,873",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Dec.,Tourism,"32,839",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Jan.,Tourism,"8,539",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Feb.,Tourism,"12,982",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Mar.,Tourism,"22,799",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Apr.,Tourism,"41,140",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,May,Tourism,"24,792",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Jun.,Tourism,"16,084",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Jul.,Tourism,"29,836",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Aug.,Tourism,"26,231",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Sep.,Tourism,"20,157",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Oct.,Tourism,"33,306",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Nov.,Tourism,"18,391",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Dec.,Tourism,"16,403",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Jan.,Tourism,"5,525",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Feb.,Tourism,"7,946",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Mar.,Tourism,"21,715",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Apr.,Tourism,"23,063",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,May,Tourism,"15,060",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Jun.,Tourism,"10,558",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Jul.,Tourism,"13,312",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Aug.,Tourism,"12,767",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Sep.,Tourism,"16,328",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Oct.,Tourism,"19,780",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Nov.,Tourism,"12,361",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Dec.,Tourism,"9,799",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Jan.,Tourism,"3,424",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Feb.,Tourism,"3,813",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Mar.,Tourism,"11,758",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Apr.,Tourism,"22,069",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,May,Tourism,"9,728",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Jun.,Tourism,"8,657",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Jul.,Tourism,"11,313",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Aug.,Tourism,"21,176",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Sep.,Tourism,"10,551",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Oct.,Tourism,"11,088",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Nov.,Tourism,"9,282",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Dec.,Tourism,"9,662",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Jan.,Tourism,"2,797",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Feb.,Tourism,"2,394",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Mar.,Tourism,"4,888",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Apr.,Tourism,"7,699",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,May,Tourism,"4,836",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Jun.,Tourism,"5,027",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Jul.,Tourism,"8,132",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Aug.,Tourism,"4,261",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Sep.,Tourism,"5,523",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Oct.,Tourism,"6,702",2019
